_id,ltable.id,rtable.id,table.ENTRYTYPE,ltable.author,ltable.title,ltable.year,rtable.ENTRYTYPE,rtable.author,rtable.title,rtable.year,label
347070,607,1641,article,"James Cheng and
Yiping Ke and
Ada Wai{-}Chee Fu and
Jeffrey Xu Yu and
Linhong Zhu",Finding maximal cliques in massive networks,2011,article,"Cheng, James and Ke, Yiping and Fu, Ada Wai-Chee and Yu, Jeffrey Xu and Zhu, Linhong",Finding maximal cliques in massive networks,2011.0,1
348447,608,1795,inproceedings,"Hongwei Wu and
Qing Wang and
Jeffrey Xu Yu and
Aoying Zhou and
Shuigeng Zhou","UD(k, l)-Index: An Efficient Approximate Index for {XML} Data",2003,article,"Qin, Lu and Yu, Jeffrey Xu and Chang, Lijun",Ten thousand SQLs: parallel keyword queries computing,2010.0,0
352187,611,1909,inproceedings,"Junhu Wang and
Jeffrey Xu Yu",Chasing Tree Patterns under Recursive DTDs,2010,incollection,"Wang, Junhu and Yu, Jeffrey Xu",Chasing tree patterns under recursive DTDs,2010.0,0
353442,612,1898,inproceedings,"Yiping Ke and
James Cheng and
Jeffrey Xu Yu",Efficient Discovery of Frequent Correlated Subgraph Pairs,2009,incollection,"Barbosa, Denilson and Manolescu, Ioana and Yu, Jeffrey Xu",Microbenchmark,2009.0,0
358851,616,2683,inproceedings,Jeffrey Xu Yu,Finding Hidden Structures in Relational Databases,2009,article,"Liu, Bing and Ma, Yiming and Wong, Ching Kian and Philip, S Yu",Scoring the data using association rules,2003.0,0
359414,617,1761,inproceedings,"Gaoping Zhu and
Xuemin Lin and
Ke Zhu and
Wenjie Zhang and
Jeffrey Xu Yu",TreeSpan: efficiently computing similarity all-matching,2012,inproceedings,"Zhu, Gaoping and Lin, Xuemin and Zhu, Ke and Zhang, Wenjie and Yu, Jeffrey Xu",TreeSpan: efficiently computing similarity all-matching,2012.0,1
363133,620,1687,inproceedings,"Haixun Wang and
Hao He and
Jun Yang and
Philip S. Yu and
Jeffrey Xu Yu",Dual Labeling: Answering Graph Reachability Queries in Constant Time,2006,article,"Jin, Cheqing and Yi, Ke and Chen, Lei and Yu, Jeffrey Xu and Lin, Xuemin",Sliding-window top-k queries on uncertain streams,2008.0,0
365104,621,2673,article,"Jun He and
Hongyan Liu and
Jeffrey Xu Yu and
Pei Li and
Wei He and
Xiaoyong Du","Assessing single-pair similarity over graphs by aggregating first-meeting
probabilities",2014,article,"Philip, S Yu and Cornell, Douglas W and Dias, Daniel M and Iyer, Balakrishna R",Analysis of affinity based routing in multi-system data sharing,1987.0,0
365761,622,1808,inproceedings,"Rong{-}Hua Li and
Jeffrey Xu Yu and
Xin Huang and
Hong Cheng and
Zechao Shang",Measuring robustness of complex networks under {MVC} attack,2012,article,"Ishikawa, Y and Iijima, Y and Yu, JX",Processing spatial range queries for objects with imprecise Gaussian-based location information,2009.0,0
367434,623,2463,article,"Di Wu and
Yiping Ke and
Jeffrey Xu Yu and
Philip S. Yu and
Lei Chen",Leadership discovery when data correlatively evolve,2011,article,"Aggarwal, Charu C and Yu, Philip S",A survey of uncertain data algorithms and applications,2009.0,0
368265,624,1829,inproceedings,"Weifa Liang and
Chris Johnson and
Jeffrey Xu Yu","Maintaining Materialized Views for Data Warehouses with Multiple Remote
Sources",2000,incollection,"Liang, Weifa and Johnson, Chris and Jeffrey, X Yu",Maintaining materialized views for data warehouses with multiple remote sources,2000.0,0
369570,625,1937,inproceedings,"Shichao Zhang and
Jeffrey Xu Yu and
Jingli Lu and
Chengqi Zhang",Is Frequency Enough for Decision Makers to Make Decisions?,2006,incollection,"Zhang, Shichao and Yu, Jeffrey Xu and Lu, Jingli and Zhang, Chengqi",Is frequency enough for decision makers to make decisions?,2006.0,0
373121,628,1914,article,"Bingsheng He and
Jeffrey Xu Yu and
Amelie Chi Zhou","Improving Update-Intensive Workloads on Flash Disks through Exploiting
Multi-Chip Parallelism",2015,article,"He, Bingsheng and Yu, Jeffrey Xu and Zhou, Amelie Chi",Improving update-intensive workloads on flash disks through exploiting multi-chip parallelism,2015.0,1
373275,628,2070,article,"Bingsheng He and
Jeffrey Xu Yu and
Amelie Chi Zhou","Improving Update-Intensive Workloads on Flash Disks through Exploiting
Multi-Chip Parallelism",2015,article,"Chang, Lijun and Lin, Xuemin and Zhang, Wenjie and Yu, Jeffrey Xu and Zhang, Ying and Qin, Lu",Optimal enumeration: Efficient top-k tree matching,2015.0,0
374370,629,1991,article,"Zheng Liu and
Jeffrey Xu Yu and
Hong Cheng",Approximate Homogeneous Graph Summarization,2012,article,"Li, Jianxin and Liu, Chengfei and Zhou, Rui and Yu, Jeffrey Xu",Query-Driven Frequent Co-Occurring Term Computation over Relational Data Using MapReduce,2015.0,0
374382,629,2003,article,"Zheng Liu and
Jeffrey Xu Yu and
Hong Cheng",Approximate Homogeneous Graph Summarization,2012,article,"YU, Jin and YANG, Gui-wu",Trochoid-motion-based FEM Simulation for Milling of Aero-aluminum Alloy,2011.0,0
376440,631,1602,article,"Lu Qin and
Jeffrey Xu Yu and
Lijun Chang",Diversifying Top-K Results,2012,article,"Qin, Lu and Yu, Jeffrey Xu and Chang, Lijun",Diversifying top-k results,2012.0,1
37734,107,1946,article,"Miao Qiao and Hong Cheng and Lu Qin and Jeffrey Xu Yu and
Philip S. Yu and Lijun Chang",Computing weight constraint reachability in large networks,2013,article,"Qiao, Miao and Cheng, Hong and Qin, Lu and Yu, Jeffrey Xu and Yu, Philip S and Chang, Lijun",Computing weight constraint reachability in large networks,2013.0,1
379159,633,2024,inproceedings,"Kian{-}Lee Tan and
Jeffrey Xu Yu","A Break for Workaholics: Energy-Efficient Selective Tuning Mechanisms
for Demand-Driven-Based Wireless Environment",1997,incollection,"Tan, Kian-Lee and Yu, JX",A break for workaholics: Energy-efficient selective tuning mechanisms for demand-driven-based wireless environment,1995.0,0
382587,636,1706,article,"Kian{-}Lee Tan and
Jeffrey Xu Yu",A Dynamic Scheduler for the Infinite Air-Cache,1997,article,"Tan, Kian-Lee and Jeffrey, X Yu",A dynamic scheduler for the infinite air-cache,1997.0,1
383838,637,1749,article,"Rong{-}Hua Li and
Jeffrey Xu Yu",Efficient Core Maintenance in Large Dynamic Graphs,2012,article,"Li, Rong-Hua and Yu, Jeffrey Xu and Mao, Rui",Efficient core maintenance in large dynamic graphs,2014.0,0
384533,637,2720,article,"Rong{-}Hua Li and
Jeffrey Xu Yu",Efficient Core Maintenance in Large Dynamic Graphs,2012,inproceedings,"Fan, Wei and Greengrass, Ed and McCloskey, Joe and Yu, Philip S and Drammey, K",Effective estimation of posterior probabilities: Explaining the accuracy of randomized decision tree approaches,2005.0,0
386388,639,1812,inproceedings,"Yuanyuan Zhu and
Lu Qin and
Jeffrey Xu Yu and
Yiping Ke and
Xuemin Lin",High efficiency and quality: large graphs matching,2011,misc,"Gui-mei, Liu and Hong-jun, Lu and Yu, JX and others",AFOPT: an efficient implementation of pattern growth approach,,0
393011,644,2259,inproceedings,"Jeffrey Xu Yu and
Michael K. Ng and
Joshua Zhexue Huang",Patterns Discovery Based on Time-Series Decomposition,2001,article,"Wolpert, Daniel M and Ghahramani, Zoubin and Jordan, Michael I",Perceptual distortion contributes to the curvature of human reaching movements,1994.0,0
396657,647,1969,inproceedings,"Junhu Wang and
Jeffrey Xu Yu and
Chaoyi Pang and
Chengfei Liu",Minimal common container of tree patterns,2009,inproceedings,"Wang, Junhu and Yu, Jeffrey Xu and Pang, Chaoyi and Liu, Chengfei",Minimal common container of tree patterns,2009.0,1
397477,648,984,inproceedings,"Lijun Chang and
Jeffrey Xu Yu and
Lu Qin",Context-sensitive document ranking,2009,article,"Kirkpatrick, Michael and Bertino, Elisa and Sheldon, Frederick T",Restricted authentication and encryption for cyber-physical systems,2009.0,0
399166,649,2076,inproceedings,"Zheng Liu and
Ruoming Jin and
Hong Cheng and
Jeffrey Xu Yu",Frequent Subgraph Summarization with Error Control,2013,incollection,"Liu, Zheng and Jin, Ruoming and Cheng, Hong and Yu, Jeffrey Xu",Frequent subgraph summarization with error control,2013.0,0
400227,650,1940,article,"Weifa Liang and
Baichen Chen and
Jeffrey Xu Yu","Top-k query evaluation in sensor networks under query response time
constraint",2011,article,"Zhao, Yuhai and Wang, Guoren and Zhang, Xiang and Yu, Jeffrey Xu and Wang, Zhanghui",Learning phenotype structure using sequence model,2014.0,0
400508,650,2484,article,"Weifa Liang and
Baichen Chen and
Jeffrey Xu Yu","Top-k query evaluation in sensor networks under query response time
constraint",2011,misc,"Aggarwal, Charu C and Philip, S Yu",Semantic based collaborative filtering,2002.0,0
415677,663,2054,article,"Yajun Yang and
Jeffrey Xu Yu and
Hong Gao and
Jian Pei and
Jianzhong Li",Mining most frequently changing component in evolving graphs,2014,inproceedings,"Yu, Jin and Shi, Yu Xiang and Yang, Gui Wu",Finite Element Analysis and Experimental of Milling Force for Aeronautical Thin-Walled Workpiece,2011.0,0
417693,665,1611,inproceedings,"Gabriel Pui Cheong Fung and
Jeffrey Xu Yu and
Philip S. Yu and
Hongjun Lu",Parameter Free Bursty Events Detection in Text Streams,2005,inproceedings,"Fung, Gabriel Pui Cheong and Yu, Jeffrey Xu and Yu, Philip S and Lu, Hongjun",Parameter free bursty events detection in text streams,2005.0,1
42224,111,34,article,"Can Lu and
Jeffrey Xu Yu and Rong{-}Hua Li and Hao Wei",Exploring Hierarchies in Online Social Networks,2015,inproceedings,"Gokhale, Chaitanya and Das, Sanjib and Doan, AnHai and Naughton, Jeffrey F and Rampalli, Narasimhan and Shavlik, Jude and Zhu, Xiaojin",Corleone: Hands-off crowdsourcing for entity matching,2014.0,0
422868,669,1883,article,"Rong{-}Hua Li and
Jeffrey Xu Yu",Scalable Diversified Ranking on Large Graphs,2013,article,"Liu, Li-Bing and Xie, Feng and Chang, Kai-Kai and Li, Ming-Qing and Meng, Yu-Han and Wang, Xiao-Hui and Li, Hui and Li, Da-Jin and Yu, Jin-Jin",Hypoxia promotes the proliferation of cervical carcinoma cells through stimulating the secretion of IL-8,2014.0,0
425448,671,2023,article,"Rong{-}Hua Li and
Jeffrey Xu Yu and
Xin Huang and
Hong Cheng and
Zechao Shang",Measuring the impact of {MVC} attack in large complex networks,2014,article,"Chen, QW and Zhang, XM and Zhou, JN and Zhou, X and Ma, GJ and Zhu, M and Zhang, YY and Yu, J and Feng, JF and Chen, SQ","Analysis of Small Fragment Deletions of the APC gene in Chinese Patients with Familial Adenomatous Polyposis, a Precancerous Condition.",2014.0,0
427345,673,796,article,"Jun Gao and
Jiashuai Zhou and
Jeffrey Xu Yu and
Tengjiao Wang",Shortest Path Computing in Relational DBMSs,2014,article,"Luo, Hangzai and Fan, Jianping and Lin, Xiaodong and Zhou, Aoying and Bertino, Elisa",A distributed approach to enabling privacy-preserving model-based classifier training,2009.0,0
427849,673,2047,article,"Jun Gao and
Jiashuai Zhou and
Jeffrey Xu Yu and
Tengjiao Wang",Shortest Path Computing in Relational DBMSs,2014,article,"HE, Z and HE, J and YU, J and YU, M and others","STUDY ON THE TOXICITY OF BLUE-GREEN-ALGAL BLOOMS IN LAKE-DONGHU, WUHAN",1988.0,0
429040,674,1959,article,"Baichuan Li and
Rong{-}Hua Li and
Irwin King and
Michael R. Lyu and
Jeffrey Xu Yu",A topic-biased user reputation model in rating systems,2015,article,"Li, Baichuan and Li, Rong-Hua and King, Irwin and Lyu, Michael R and Yu, Jeffrey Xu",A topic-biased user reputation model in rating systems,2014.0,0
433746,678,1479,inproceedings,"Rong{-}Hua Li and
Jeffrey Xu Yu and
Rui Mao and
Tan Jin","Efficient and accurate query evaluation on uncertain graphs via recursive
stratified sampling",2014,article,"Rumelhart, DE and Hinton, GE and Williams, RJ",time (min.),2014.0,0
43396,111,3095,article,"Can Lu and
Jeffrey Xu Yu and Rong{-}Hua Li and Hao Wei",Exploring Hierarchies in Online Social Networks,2015,inproceedings,"Yang, Suli and Harter, Tyler and Agrawal, Nishant and Kowsalya, Salini Selvaraj and Krishnamurthy, Anand and Al-Kiswany, Samer and Kaushik, Rini T and Arpaci-Dusseau, Andrea C and Arpaci-Dusseau, Remzi H",Split-level I/O scheduling,2015.0,0
43855,112,1904,inproceedings,"Lijun Chang and Jeffrey Xu Yu and Lu Qin and
Xuemin Lin",Probabilistic ranking over relations,2010,inproceedings,"Chang, Lijun and Yu, Jeffrey Xu and Qin, Lu and Lin, Xuemin",Probabilistic ranking over relations,2010.0,1
438821,683,1606,inproceedings,"Peixiang Zhao and
Jeffrey Xu Yu and
Philip S. Yu",Graph Indexing: Tree + Delta {\textgreater}= Graph,2007,inproceedings,"Lian, Xiang and Chen, Lei and Yu, Jeffrey Xu and Wang, Guoren and Yu, Ge",Similarity match over high speed time-series streams,2007.0,0
443845,687,1951,inproceedings,"Kun Xu and
Lei Zou and
Jeffrey Xu Yu and
Lei Chen and
Yanghua Xiao and
Dongyan Zhao",Answering label-constraint reachability in large graphs,2011,techreport,"Zou, Lei and Xu, Kun and Yu, Jeffrey Xu and Chen, Lei and Xiao, Yanghua and Zhao, Dongyan",Answering label-constraint reachability in large graphs,2011.0,1
450679,693,1600,article,"Bingsheng He and
Jeffrey Xu Yu",High-Throughput Transaction Executions on Graphics Processors,2011,article,"He, Bingsheng and Yu, Jeffrey Xu",High-throughput transaction executions on graphics processors,2011.0,1
454395,696,1797,inproceedings,"Lu Qin and
Jeffrey Xu Yu and
Lijun Chang",Computing structural statistics by keywords in databases,2011,article,"Qin, Lu and Yu, Jeffrey Xu and Chang, Lijun",Computing structural statistics by keywords in databases,2012.0,0
455851,697,2017,inproceedings,"Di Wu and
Gabriel Pui Cheong Fung and
Jeffrey Xu Yu and
Zheng Liu",Integrating Multiple Data Sources for Stock Prediction,2008,article,"DINH, Thi Huong and SUN, Bin and YU, Jia and L{\""u}, Hong-xing",Study on Hydraulic Jump Characteristics of Airfoil-shaped Measuring Flume in U-shaped Channel,2012.0,0
460546,701,1811,inproceedings,"Zhihong Chong and
Jeffrey Xu Yu and
Hongjun Lu and
Zhengjie Zhang and
Aoying Zhou",False-Negative Frequent Items Mining from Data Streams with Bursting,2005,incollection,"Chong, Zhihong and Yu, Jeffrey Xu and Lu, Hongjun and Zhang, Zhengjie and Zhou, Aoying",False-negative frequent items mining from data streams with bursting,2005.0,0
46277,114,1979,article,"Rong{-}Hua Li and
Jeffrey Xu Yu and Xin Huang and Hong Cheng",A Framework of Algorithms: Computing the Bias and Prestige of Nodes in Trust Networks,2012,article,"Li, Rong-Hua and Yu, Jeffrey Xu and Huang, Xin and Cheng, Hong",A framework of algorithms: Computing the bias and prestige of nodes in trust networks,2012.0,1
464712,705,2047,article,"Haixun Wang and
Jeffrey Xu Yu",Guest Editorial: Special Issue on Managing and Mining Massive Graphs,2015,article,"HE, Z and HE, J and YU, J and YU, M and others","STUDY ON THE TOXICITY OF BLUE-GREEN-ALGAL BLOOMS IN LAKE-DONGHU, WUHAN",1988.0,0
466645,707,1614,inproceedings,"Zaiben Chen and
Heng Tao Shen and
Xiaofang Zhou and
Jeffrey Xu Yu",Monitoring path nearest neighbor in road networks,2009,inproceedings,"Chen, Zaiben and Shen, Heng Tao and Zhou, Xiaofang and Yu, Jeffrey Xu",Monitoring path nearest neighbor in road networks,2009.0,1
469265,709,1791,article,"Di Wu and
Gabriel Pui Cheong Fung and
Jeffrey Xu Yu and
Qi Pan",Stock prediction: an event-driven approach based on bursty keywords,2009,article,"Wu, Di and Fung, Gabriel Pui Cheong and Yu, Jeffrey Xu and Pan, Qi",Stock prediction: an event-driven approach based on bursty keywords,2009.0,1
473471,713,2449,article,"Xuemin Lin and
Jeffrey Xu Yu",Guest editorial: web information technologies,2015,inproceedings,"Park, Jong Soo and Chen, Ming-Syan and Yu, Philip S",An effective hash-based algorithm for mining association rules,1995.0,0
479774,718,2754,inproceedings,"Shihui Zheng and
Aoying Zhou and
Jeffrey Xu Yu and
Long Zhang and
Han Tao","Structural Map: {A} New Index for Efficient {XML} Path Expression
Processing",2002,inproceedings,"Pei, Jian and Liu, Jian and Wang, Haixun and Wang, Ke and Philip, S Yu and Wang, Jianyong",Efficiently mining frequent closed partial orders,2005.0,0
489841,727,1091,inproceedings,"Gabriel Pui Cheong Fung and
Jeffrey Xu Yu and
Hongjun Lu",Classifying Text Streams in the Presence of Concept Drifts,2004,inproceedings,"Bertino, Elisa and Crispo, Bruno and Mazzoleni, Pietro",Supporting Multi-Dimensional Trustworthiness for Grid Workflows.,2004.0,0
494858,731,1712,article,"James Cheng and
Yiping Ke and
Ada Wai{-}Chee Fu and
Jeffrey Xu Yu",Fast graph query processing with a low-cost index,2011,article,"Cheng, James and Ke, Yiping and Fu, Ada Wai-Chee and Yu, Jeffrey Xu",Fast graph query processing with a low-cost index,2011.0,1
501492,736,2721,inproceedings,"Yajun Yang and
Jeffrey Xu Yu and
Hong Gao and
Jianzhong Li",Finding the optimal path over multi-cost graphs,2012,article,"Yin, Xiaoxin and Han, Jiawei and Philip, S Yu",CrossClus: user-guided multi-relational clustering,2007.0,0
503139,738,1708,inproceedings,"Miao Qiao and
Hong Cheng and
Jeffrey Xu Yu",Querying Shortest Path Distance with Bounded Errors in Large Graphs,2011,incollection,"Qiao, Miao and Cheng, Hong and Yu, Jeffrey Xu",Querying shortest path distance with bounded errors in large graphs,2011.0,0
503933,738,2783,inproceedings,"Miao Qiao and
Hong Cheng and
Jeffrey Xu Yu",Querying Shortest Path Distance with Bounded Errors in Large Graphs,2011,inproceedings,"Shi, Xiaoxiao and Fan, Wei and Yu, Philip S",Efficient semi-supervised spectral co-clustering with constraints,2010.0,0
50670,118,347,inproceedings,Taotao Cai and Rong{-}Hua Li and Jeffrey Xu Yu and Rui Mao and Yadi Cai,"Efficient Algorithms for Distance-Based Representative Skyline Computation
in 2D Space",2015,article,"Neelakantan, Arvind and Roth, Benjamin and McCallum, Andrew",Compositional Vector Space Models for Knowledge Base Completion,2015.0,0
507003,741,1840,inproceedings,"Jiefeng Cheng and
Jeffrey Xu Yu and
Xuemin Lin and
Haixun Wang and
Philip S. Yu",Fast Computation of Reachability Labeling for Large Graphs,2006,book,"Yu, JX and Lin, X and Wang, H and Yu, PS and Cheng, J",Fast computation of reachability labeling for large graphs,2006.0,0
513317,746,1803,inproceedings,"Junhu Wang and
Jeffrey Xu Yu",On Maximal Contained Rewriting of Tree Pattern Queries Using Views,2010,article,"Li, Jianxin and Liu, Chengfei and Zhou, Rui and Yu, Jeffrey Xu",Quasi-SLCA based Keyword Query Processing over Probabilistic XML Data,2014.0,0
514307,747,1625,article,"Ling Feng and
Jeffrey Xu Yu and
Hongjun Lu and
Jiawei Han","A template model for multidimensional inter-transactional association
rules",2002,article,"Feng, Ling and Yu, Jeffrey Xu and Lu, Hongjun and Han, Jiawei",A template model for multidimensional inter-transactional association rules,2002.0,1
516968,749,1783,inproceedings,"Di Wu and
Yiping Ke and
Jeffrey Xu Yu and
Philip S. Yu and
Lei Chen",Detecting Leaders from Correlated Time Series,2010,incollection,"Wu, Di and Ke, Yiping and Yu, Jeffrey Xu and Philip, S Yu and Chen, Lei",Detecting leaders from correlated time series,2010.0,0
523286,754,1956,article,"Rui Zhou and
Chengfei Liu and
Jeffrey Xu Yu and
Weifa Liang and
Yanchun Zhang",Efficient Truss Maintenance in Evolving Networks,2014,article,"Zhou, Rui and Liu, Chengfei and Yu, Jeffrey Xu and Liang, Weifa and Zhang, Yanchun",Efficient Truss Maintenance in Evolving Networks,2014.0,1
525345,756,1622,inproceedings,"Jeffrey Xu Yu and
Zhihong Chong and
Hongjun Lu and
Aoying Zhou","False Positive or False Negative: Mining Frequent Itemsets from High
Speed Transactional Data Streams",2004,inproceedings,"Yu, Jeffery Xu and Chong, Zhihong and Lu, Hongjun and Zhou, Aoying",False positive or false negative: mining frequent itemsets from high speed transactional data streams,2004.0,1
525798,756,2080,inproceedings,"Jeffrey Xu Yu and
Zhihong Chong and
Hongjun Lu and
Aoying Zhou","False Positive or False Negative: Mining Frequent Itemsets from High
Speed Transactional Data Streams",2004,article,"Ma, Jx and Yan, Bx and Zhang, J and Jiang, BH and Guo, Y and Riedel, H and Mueller, MD and Remick, SC and Yu, JJ","PSP94, an upstream signaling mediator of prostasin found highly elevated in ovarian cancer",2014.0,0
528340,758,2527,inproceedings,"Rong{-}Hua Li and
Jeffrey Xu Yu and
Jianquan Liu",Link prediction: the power of maximal entropy random walk,2011,inproceedings,"Gedik, Buǧra and Bordawekar, Rajesh R and Yu, Philip S",CellSort: high performance sorting on the cell processor,2007.0,0
528679,758,2871,inproceedings,"Rong{-}Hua Li and
Jeffrey Xu Yu and
Jianquan Liu",Link prediction: the power of maximal entropy random walk,2011,book,"Yu, PS and Dias, DM and Lavenberg, SS",On modeling database concurrency control,1990.0,0
531485,761,1615,inproceedings,"Wenjie Zhang and
Xuemin Lin and
Ying Zhang and
Wei Wang and
Jeffrey Xu Yu",Probabilistic Skyline Operator over Sliding Windows,2009,inproceedings,"Zhang, Wenjie and Lin, Xuemin and Zhang, Ying and Wang, Wei and Yu, Jeffrey Xu",Probabilistic skyline operator over sliding windows,2009.0,1
534145,763,1877,inproceedings,"Weifa Liang and
Baichen Chen and
Jeffrey Xu Yu",Response Time Constrained Top-k Query Evaluation in Sensor Networks,2008,inproceedings,"Liang, Weifa and Chen, Baichen and Yu, Jeffrey Xu",Response time constrained top-k query evaluation in sensor networks,2008.0,1
538355,766,2751,article,"Chang Zhou and
Jun Gao and
Binbin Sun and
Jeffrey Xu Yu","MOCgraph: Scalable Distributed Graph Processing Using Message Online
Computing",2014,inproceedings,"Wang, Wei and Yang, Jiong and Yu, Philip S",Meta-patterns: revealing hidden periodic patterns,2001.0,0
54253,121,169,article,Rui Zhou and Chengfei Liu and Jianxin Li and Junhu Wang and Jeffrey Xu Yu,"Evaluating Irredundant Maximal Contained Rewritings for XPath Queries
on Views",2014,article,"McCallum, Andrew and Pal, Chris and Druck, Greg and Wang, Xuerui",Multi-conditional learning: Generative/discriminative training for clustering and classification,2006.0,0
543864,771,1978,article,"Guandong Xu and
Jeffrey Xu Yu and
Wookey Lee",Guest editorial: social networks and social Web mining,2013,article,"Zhou, YF and Ni, CC and Zheng, TT and Xu, NJ and Wang, Y and Yu, JJ and Zhang, JP and Gao, GS",[Effects of Shengmai injection on testicular injury after torsion/detorsion in rats of different ages].,2011.0,0
544769,772,1669,inproceedings,"Ke Wang and
Yabo Xu and
Jeffrey Xu Yu",Scalable sequential pattern mining for biological sequences,2004,inproceedings,"Wang, Ke and Xu, Yabo and Yu, Jeffrey Xu",Scalable sequential pattern mining for biological sequences,2004.0,1
54863,121,2077,article,Rui Zhou and Chengfei Liu and Jianxin Li and Junhu Wang and Jeffrey Xu Yu,"Evaluating Irredundant Maximal Contained Rewritings for XPath Queries
on Views",2014,inproceedings,"Zhang, Zhiwei and Qin, Lu and Yu, Jeffrey Xu",Contract \& Expand: I/O Efficient SCCs Computing,2014.0,0
552351,778,2412,article,"Baichen Chen and
Weifa Liang and
Jeffrey Xu Yu",Energy-efficient skyline query optimization in wireless sensor networks,2012,article,"Cardellini, Valeria and Colajanni, Michele and Philip, S Yu",Dynamic load balancing on web-server systems,1999.0,0
555758,781,1965,article,"Xin Huang and
Hong Cheng and
Rong{-}Hua Li and
Lu Qin and
Jeffrey Xu Yu",Top-K structural diversity search in large networks,2015,article,"Huang, Xin and Cheng, Hong and Li, Rong-Hua and Qin, Lu and Yu, Jeffrey Xu",Top-k structural diversity search in large networks,2013.0,0
559703,784,1901,inproceedings,"Ying Zhang and
Xuemin Lin and
Yidong Yuan and
Masaru Kitsuregawa and
Xiaofang Zhou and
Jeffrey Xu Yu",Summarizing Order Statistics over Data Streams with Duplicates,2007,inproceedings,"Zhang, Ying and Lin, Xuemin and Yuan, Yidong and Kitsuregawa, Masaru and Zhou, Xiaofang and Yu, Jeffrey Xu",Summarizing order statistics over data streams with duplicates,2007.0,1
56062,122,2059,article,"Xin Huang and
Hong Cheng and Rong{-}Hua Li and Lu Qin and Jeffrey Xu Yu",Top-K Structural Diversity Search in Large Networks,2013,article,"Huang, Xin and Cheng, Hong and Li, Rong-Hua and Qin, Lu and Yu, Jeffrey Xu",Top-K structural diversity search in large networks,2015.0,0
564895,791,2187,article,"Eric P. Xing and
Michael I. Jordan and
Roded Sharan",Bayesian Haplotype Inference via the Dirichlet Process,2007,article,"Xing, Eric P and Jordan, Michael I and Sharan, Roded",Bayesian haplotype inference via the Dirichlet process,2007.0,1
566512,794,952,article,"Jacob Andreas and
Maxim Rabinovich and
Dan Klein and
Michael I. Jordan",On the accuracy of self-normalized log-linear models,2015,inproceedings,"Gupta, Aditi and Kerr, Sam and Kirkpatrick, Michael S and Bertino, Elisa",Marlin: Making it harder to fish for gadgets,2012.0,0
567897,796,2204,inproceedings,"Fernando De Bernardinis and
Michael I. Jordan and
Alberto L. Sangiovanni{-}Vincentelli",Support vector machines for analog circuit performance representation,2003,inproceedings,"De Bernardinis, Fernando and Jordan, Michael I and SangiovanniVincentelli, A",Support vector machines for analog circuit performance representation,2003.0,1
575447,820,2895,article,"Jie Zhu and
Xiaoping Li and
Weiming Shen","Effective genetic algorithm for resource-constrained project scheduling
with limited preemptions",2011,inproceedings,"Aggarwal, Charu C and Xie, Yan and Yu, Philip S",On dynamic data-driven selection of sensor streams,2011.0,0
584055,852,1462,article,J{\'{a}}n Mikul{\'{a}}s Lis{\'{y}},"Data Fitting in the Chemical Sciences, by the Method of Least Squares
: by {PETER} {GANS.} Wiley, New York {(1992).} {ISBN} 0-471-93412-7;
258 Pp. Including Index and Contents",1993,article,"Adelson-Velskiy, GM and Arlazarov, VL and Donskoy, MV and Elman, Terence Sejnowski and Hinton, Geoffrey","Acharya, A., see Chakrabarti, PP. Adam, A. and J.-P Laurent, LAURA, a system to debug stu-dent programs Adcock, J., see Char\&k, E. Addanki, S., R. Cremonini and JS Penberthy, Graphs of mod",1997.0,0
600283,915,2969,article,"Xiaojiang Xu and
Stephen Hoang and
Marty W. Mayo and
Stefan Bekiranov","Application of machine learning methods to histone methylation ChIP-Seq
data reveals H4R3me2 globally represses gene expression",2010,inproceedings,"Jones, Stephen T and Arpaci-Dusseau, Andrea C and Arpaci-Dusseau, Remzi H",Geiger: monitoring the buffer cache in a virtual machine environment,2006.0,0
601963,919,899,article,"Matthew L. Jockers and
Daniela M. Witten",A comparative study of machine learning methods for authorship attribution,2010,inproceedings,"Hasan, Omar and Bertino, Elisa and Brunie, Lionel",Efficient privacy preserving reputation protocols inspired by secure sum,2010.0,0
606,2,2557,article,"Mike C. Bartholomew{-}Biggs and
Z. J. Ulanowski and
S. Zakovic","Using Global Optimization for a Microparticle Identification Problem
with Noisy Data",2005,inproceedings,"Yu, Philip S",Data mining and personalization technologies,1999.0,0
613856,968,3054,inproceedings,"C. B. Balogh and
M. E. Balogh","A relational data model to represent meaning in natural language sentences
(abstract only)",1987,inproceedings,"He, Jun and Nguyen, Duy and Arpaci-Dusseau, Andrea C and Arpaci-Dusseau, Remzi H",Reducing file system tail latencies with Chopper,2015.0,0
613942,969,860,article,Qiang Cheng,"A Sparse Learning Machine for High-Dimensional Data with Application
to Microarray Gene Analysis",2010,inproceedings,"Bhargav-Spantzel, Abhilasha and Squicciarini, Anna and Bertino, Elisa and Kong, Xiangwei and Zhang, Weike",Biometrics-based identifiers for digital identity management,2010.0,0
615467,974,3025,article,"N. D. Wright and
David C. Povey and
Brendan J. Howlin","Development of a new data format to allow the study of structural
diversity and ligand behavior in transition metal coordination complexes
retrieved from the Cambridge Structural Database",1994,book,"Dusseau, Andrea C and Arpaci, Remzi H and Culler, David E",Re-examining Scheduling and Communication in Parallel Programs,1994.0,0
